Table with column headers in row 3,,,,,,
"2020 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2021",,,,,,
State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
AR,05,04200,Charleston School District,"4,908",834,117
AR,05,04350,Clarendon School District,"2,999",429,146
AR,05,04380,Clarksville School District,"14,632","2,704",577
AR,05,00067,Cleveland County School District,"5,036",835,160
AR,05,04410,Clinton School District,"8,719","1,304",261
AR,05,04560,Concord Public Schools,"4,352",691,133
AR,05,04590,Conway Public Schools,"78,568","11,925","1,489"
AR,05,00009,Corning Public Schools,"6,505","1,073",249
AR,05,00405,Cossatot River School District,"5,082",981,261
AR,05,04680,Cotter School District,"4,613",681,182
AR,05,04740,County Line School District,"3,292",539,116
AR,05,07740,Cross County School District,"3,342",529,198
AR,05,04800,Crossett School District,"10,632","1,743",409
AR,05,04860,Cutter-Morning Star School District,"3,716",654,128
AR,05,04890,Danville School District,"3,870",796,160
AR,05,04930,Dardanelle Public Schools,"9,944","1,692",311
AR,05,00049,De Queen School District,"12,996","2,719",599
AR,05,00001,DeWitt School District,"8,012","1,254",273
AR,05,04980,Decatur School District,"4,403",804,116
AR,05,00072,Deer/Mount Judea School District,"2,185",302,101
AR,05,05170,Dermott School District,"3,204",425,184
AR,05,05190,Des Arc Public Schools,"3,275",497,119
AR,05,05340,Dierks School District,"2,765",458,81
AR,05,05410,Dollarway School District,"11,062","1,351",392
AR,05,05430,Dover School District,"8,256","1,437",222
AR,05,05470,Drew Central School District,"6,172",876,179
AR,05,05500,Dumas School District,"10,378","1,312",393
AR,05,05550,Earle School District,"2,946",616,238
AR,05,05580,East End School District,"4,016",677,132
AR,05,00048,East Poinsett County School District,"3,417",590,153
AR,05,05680,El Dorado School District,"24,115","4,232",910
AR,05,05760,Elkins School District,"5,954","1,165",111
AR,05,00068,Emerson-Taylor-Bradley School District,"5,276",806,168
AR,05,05850,England School District,"4,534",761,151
AR,05,05970,Eureka Springs School District,"8,166",755,155
AR,05,06090,Farmington School District,"13,218","2,632",221
AR,05,06120,Fayetteville School District,"94,068","11,841","1,325"
AR,05,06150,Flippin School District,"7,297",988,224
AR,05,06210,Fordyce School District,"4,812",835,215
AR,05,06240,Foreman School District,"2,566",452,78
AR,05,06270,Forrest City School District,"20,651","2,997","1,179"
AR,05,06330,Fort Smith Public Schools,"91,013","15,270","3,821"
AR,05,06360,Fouke School District,"5,755","1,129",145
AR,05,06420,Fountain Lake School District,"15,813","1,293",248
AR,05,04110,Genoa Central School District,"4,649",945,195
AR,05,06540,Gentry Public Schools,"9,928","1,994",209
AR,05,06630,Glen Rose School District,"5,572",984,187
AR,05,00029,Gosnell School District,"5,038","1,070",217
AR,05,06840,Gravette School District,"19,201","2,547",303
AR,05,06870,Green Forest School District,"7,624","1,455",257
AR,05,06900,Greenbrier School District,"16,924","3,484",316
AR,05,13080,Greene County Technical School District,"20,314","3,724",613
AR,05,06930,Greenland Public Schools,"7,593","1,415",132
AR,05,06990,Greenwood School District,"19,866","3,756",474
AR,05,07110,Gurdon School District,"4,261",737,167
AR,05,07140,Guy-Perkins Schools,"2,801",528,53
AR,05,07170,Hackett Public Schools,"6,192","1,089",185
AR,05,00042,Hamburg School District,"8,430","1,479",272
AR,05,07230,Hampton School District,"3,869",550,112
AR,05,07290,Harmony Grove School District,"4,596",829,168
AR,05,07320,Harmony Grove School District,"6,528","1,192",82
AR,05,07350,Harrisburg School District,"6,829","1,213",271
AR,05,07380,Harrison School District,"21,157","3,394",547
AR,05,07530,Hazen School District,"4,547",676,156
AR,05,07560,Heber Springs School District,"11,567","1,611",317
AR,05,07620,Hector School District,"3,765",668,117
AR,05,07680,Helena-West Helena School District,"11,394","2,158",851
AR,05,07710,Hermitage School District,"2,635",497,126
AR,05,07770,Highland School District,"12,574","1,686",489
AR,05,00071,Hillcrest School District,"3,673",643,169
AR,05,07840,Hope School District,"14,904","2,825",707
AR,05,07860,Horatio School District,"3,916",820,179
AR,05,07890,Hot Springs School District,"31,546","3,943","1,171"
AR,05,07990,Hoxie School District,"3,698",627,152
AR,05,08130,Huntsville School District,"15,516","2,581",619
AR,05,00021,Izard Cty Consolidated Schools,"4,804",582,172
AR,05,13230,Jackson County School District,"4,263",693,149
AR,05,00419,Jacksonville North Pulaski School District,"39,526","6,693","1,560"
AR,05,08240,Jasper School District,"5,675",858,208
AR,05,07920,Jessieville School District,"7,364",768,195
AR,05,08280,Jonesboro Public Schools,"41,778","7,086","2,382"
AR,05,08340,Junction City School District,"2,884",505,67
AR,05,08490,Kirby School District,"2,737",481,117
AR,05,00065,Lafayette County School District,"4,996",686,200
AR,05,08610,Lake Hamilton School District,"25,521","4,379",796
AR,05,08640,Lakeside School District,"7,484","1,279",406
AR,05,08670,Lakeside School District,"18,616","2,960",368
AR,05,08700,Lamar School District,"7,110","1,136",253
AR,05,08730,Lavaca Public Schools,"5,076",893,147
AR,05,00082,Lawrence County School District,"7,808","1,156",258
AR,05,03420,Lead Hill School District,"3,160",434,111
AR,05,09360,Lee County School District,"8,513","1,079",474
AR,05,08940,Lincoln School District,"8,418","1,687",225
AR,05,09000,Little Rock School District,"183,123","29,967","6,372"
AR,05,09060,Lonoke School District,"10,688","1,778",298
AR,05,09150,Magazine Schools,"2,591",449,98
AR,05,09190,Magnet Cove School District,"3,295",573,81
AR,05,00044,Magnolia School District,"20,002","2,899",733
AR,05,09240,Malvern Special School District,"18,609","2,680",575
AR,05,09270,Mammoth Spring Schools,"3,148",499,123
AR,05,00046,Manila School District,"4,488",783,118
AR,05,09330,Mansfield School District,"5,771","1,038",204
AR,05,09390,Marion School District,"20,149","3,872",841
AR,05,09420,Marked Tree School District,"3,572",584,164
AR,05,00016,Marmaduke School District,"4,160",778,131
AR,05,09510,Marvell School District,"3,434",557,174
AR,05,09540,Mayflower School District,"6,888","1,043",147
AR,05,09570,Maynard School District,"3,466",664,159
AR,05,09600,McCrory School District,"3,028",493,135
AR,05,09630,McGehee School District,"5,867","1,058",316
AR,05,09720,Melbourne School District,"5,301",852,176
AR,05,09750,Mena Public Schools,"12,724","2,070",528
AR,05,00020,Midland School District,"4,111",742,116
AR,05,09780,Mineral Springs School District,"3,716",635,161
AR,05,09840,Monticello School District,"10,944","1,759",408
AR,05,09990,Mount Ida School District,"4,018",461,124
AR,05,10080,Mount Vernon-Enola School District,"3,281",589,78
AR,05,00043,Mountain Home School District,"33,676","4,335",934
AR,05,10170,Mountain Pine School District,"4,260",653,147
AR,05,10200,Mountain View School District,"12,453","1,763",502
AR,05,10260,Mountainburg Schools,"4,838",789,157
AR,05,10290,Mulberry School District,"4,175",633,106
AR,05,10380,Nashville School District,"9,021","1,728",427
AR,05,10410,Nemo Vista School District,"2,419",449,80
AR,05,10440,Nettleton School District,"27,066","4,367",996
AR,05,00030,Nevada School District,"2,646",428,87
AR,05,00023,Newport School District,"10,815","1,436",458
AR,05,10560,Norfork Schools,"3,864",542,138
AR,05,10680,North Little Rock School District,"57,892","9,689","2,455"
AR,05,10920,Omaha School District,"2,832",468,104
AR,05,10950,Osceola School District,"6,695","1,288",392
AR,05,00073,Ouachita River School District,"4,145",665,149
AR,05,10980,Ouachita School District,"2,045",335,54
AR,05,00076,Ozark Mountain School District,"4,603",753,207
AR,05,11010,Ozark School District,"11,001","1,840",370
AR,05,00051,Palestine-Wheatley School District,"2,030",314,95
AR,05,11070,Pangburn School District,"3,475",568,105
AR,05,00017,Paragould School District,"21,666","3,669",758
AR,05,11130,Paris School District,"6,997",977,182
AR,05,11220,Parkers Chapel School District,"2,575",524,87
AR,05,03030,Pea Ridge School District,"10,395","2,241",231
AR,05,11340,Perryville School District,"5,177",820,167
AR,05,11370,Piggott School District,"5,215",801,174
AR,05,00026,Pine Bluff School District,"27,417","4,488","1,303"
AR,05,11610,Pocahontas School District,"11,484","1,939",399
AR,05,11700,Pottsville Public Schools,"5,977","1,187",174
AR,05,11730,Poyen School District,"1,226",202,41
AR,05,11760,Prairie Grove School District,"10,868","2,216",176
AR,05,11820,Prescott School District,"4,776",802,221
AR,05,11850,Pulaski County Special School District,"118,263","20,017","2,492"
AR,05,11880,Quitman School District,"4,973",782,129
AR,05,04370,Rector School District,"3,602",562,126
AR,05,00045,Rivercrest School District,"5,582",971,222
AR,05,00012,Riverside School District,"4,958",969,206
AR,05,08400,Riverview School District,"8,046","1,365",333
AR,05,11970,Rogers Public Schools,"106,001","19,905","2,524"
AR,05,12000,Rose Bud School District,"4,587",851,167
AR,05,12060,Russellville Schools,"39,246","6,063",966
AR,05,12090,Salem School District,"4,746",743,181
AR,05,12180,Scranton School District,"2,252",410,54
AR,05,09480,Searcy County School District,"6,445",926,294
AR,05,12210,Searcy School District,"33,189","5,177",776
AR,05,00015,Sheridan School District,"27,803","4,837",602
AR,05,12420,Shirley School District,"4,320",514,135
AR,05,12450,Siloam Springs Schools,"28,290","5,310",880
AR,05,12480,Sloan-Hendrix School District,"4,140",701,156
AR,05,12510,Smackover-Norphlet School District,"6,307","1,078",200
AR,05,12520,South Conway County School District,"15,605","2,610",540
AR,05,10320,South Pike County School District,"4,874",738,146
AR,05,12570,South Side-Bee Branch School District,"3,311",566,98
AR,05,12540,Southside School District,"5,529","1,046",227
AR,05,12630,Spring Hill School District,"1,402",301,51
AR,05,12660,Springdale School District,"109,763","22,932","3,424"
AR,05,00028,Star City School District,"8,417","1,327",287
AR,05,12930,Strong School District,"3,043",475,65
AR,05,12960,Stuttgart School District,"9,729","1,698",342
AR,05,13110,Texarkana School District,"32,425","5,227","1,294"
AR,05,00047,Trumann Schools,"9,282","1,586",467
AR,05,00079,Two Rivers School District,"6,899","1,134",252
AR,05,13350,Valley Springs School District,"4,693",871,147
AR,05,13380,Valley View School District,"11,638","2,736",243
AR,05,13410,Van Buren School District,"34,036","6,143","1,098"
AR,05,13530,Vilonia School District,"16,619","3,486",333
AR,05,13560,Viola School District,"3,258",528,126
AR,05,13680,Waldron School District,"8,586","1,458",358
AR,05,00006,Warren School District,"7,995","1,415",382
AR,05,13930,Watson Chapel School District,"14,133","2,140",530
AR,05,14010,West Fork School District,"6,522","1,227",127
AR,05,08040,West Memphis School District,"26,623","5,116","1,982"
AR,05,14040,West Side School District,"4,506",501,110
AR,05,00041,Western Yell County School District,"2,648",479,97
AR,05,04020,Westside Consolidated School District,"10,548","2,104",376
AR,05,14020,Westside School District,"4,139",794,154
AR,05,04170,White County Central School District,"3,844",725,141
AR,05,14140,White Hall School District,"12,407","2,212",357
AR,05,14370,Wonderview School District,"2,838",440,87
AR,05,14400,Woodlawn School District,"2,628",440,59
AR,05,14430,Wynne Public Schools,"12,924","2,270",705
AR,05,14490,Yellville-Summit School District,"6,302",966,256
CA,06,01620,ABC Unified School District,"107,291","16,966","1,984"
CA,06,01650,Acalanes Union High School District,"118,616","5,918",121
CA,06,01680,Ackerman Elementary School District,"2,959",280,26
CA,06,00001,Acton-Agua Dulce Unified School District,"12,759","1,857",187
CA,06,01710,Adelanto Elementary School District,"60,890","7,102","1,864"
CA,06,01770,Alameda City Unified School District,"81,243","11,094",806
CA,06,01860,Albany City Unified School District,"20,467","3,218",168
CA,06,01890,Alexander Valley Union School District,890,50,3
CA,06,00153,Alhambra Unified School District,"171,138","16,406","2,580"
CA,06,01950,Alisal Union Elementary School District,"58,882","8,006","1,563"
CA,06,01980,Allensworth Elementary School District,505,97,38
CA,06,02010,Alpaugh Unified School District,"1,423",376,101
CA,06,02070,Alpine County Unified School District,"1,119",162,32
CA,06,02100,Alpine Union Elementary School District,"19,679","2,146",130
CA,06,02160,Alta Loma Elementary School District,"58,757","6,182",604
CA,06,02220,Alta Vista Elementary School District,"3,269",534,202
CA,06,02250,Alta-Dutch Flat Union Elementary School District,"2,029",151,21
CA,06,02310,Alum Rock Union Elementary School District,"118,035","14,870","1,765"
CA,06,02360,Alview-Dairyland Union Elementary School District,"1,883",278,45
CA,06,02370,Alvina Elementary School District,691,111,25
CA,06,02430,Alvord Unified School District,"119,288","22,953","3,032"
CA,06,02450,Amador County Unified School District,"40,083","4,449",546
CA,06,02610,Anaheim Elementary School District,"206,040","19,750","2,874"
CA,06,02630,Anaheim Union High School District,"407,080","34,139","3,983"
CA,06,02700,Anderson Union High School District,"38,740","2,264",284
CA,06,02730,Anderson Valley Unified School District,"2,916",508,78
CA,06,02760,Antelope Elementary School District,"5,961",591,110
CA,06,02820,Antelope Valley Union Joint High School District,"378,210","26,321","4,614"
CA,06,02850,Antioch Unified School District,"117,689","22,376","2,523"
CA,06,00017,Apple Valley Unified School District,"83,421","15,437","3,390"
CA,06,02970,Arcadia Unified School District,"58,377","8,899",851
CA,06,03000,Arcata Elementary School District,"14,619",806,195
CA,06,03060,Arcohe Union Elementary School District,"5,074",551,52
CA,06,03090,Arena Union Elementary School District,"3,311",301,56
CA,06,03180,Armona Union Elementary School District,"6,668","1,132",194
CA,06,91136,Aromas-San Juan Unified School District,"10,076","1,567",97
CA,06,03270,Arvin Union School District,"21,219","3,871","1,274"
CA,06,03300,Atascadero Unified School District,"37,428","5,379",402
CA,06,03420,Atwater Elementary School District,"36,610","5,058","1,040"
CA,06,03480,Auburn Union Elementary School District,"38,143","3,343",332
CA,06,03600,Azusa Unified School District,"67,871","11,628","1,827"
CA,06,03610,Baker Valley Unified School District,"1,042",220,45
CA,06,03630,Bakersfield City School District,"199,757","30,654","11,325"
CA,06,03690,Baldwin Park Unified School District,"75,630","14,517","2,600"
CA,06,03720,Ballard Elementary School District,"1,486",154,7
CA,06,03750,Ballico-Cressey Elementary School District,"2,281",323,63
CA,06,03780,Bangor Union Elementary School District,"1,212",135,40
CA,06,03840,Banning Unified School District,"38,060","5,802","1,083"
CA,06,03870,Banta Elementary School District,"5,823",233,15
CA,06,04020,Barstow Unified School District,"36,143","6,660","2,124"
CA,06,04080,Bass Lake Joint Union Elementary School District,"12,580","1,095",231
CA,06,04110,Bassett Unified School District,"27,851","5,108",898
CA,06,04200,Bayshore Elementary School District,"6,065",669,37
CA,06,04230,Bear Valley Unified School District,"19,937","2,879",495
CA,06,04260,Beardsley Elementary School District,"18,383","2,014",783
CA,06,04290,Beaumont Unified School District,"54,255","9,069",810
CA,06,04350,Bella Vista Elementary School District,"3,794",355,44
CA,06,04500,Belleview Elementary School District,"1,740",137,18
CA,06,04380,Bellevue Union School District,"24,579","2,454",259
CA,06,04440,Bellflower Unified School District,"82,522","14,407","1,990"
CA,06,04530,Belmont-Redwood Shores Elementary School District,"42,992","4,157",96
CA,06,04560,Belridge Elementary School District,128,24,8
CA,06,04620,Benicia Unified School District,"29,288","4,819",285
CA,06,04650,Bennett Valley Union Elementary School District,"10,063",703,39
CA,06,04740,Berkeley Unified School District,"123,764","9,695",653
CA,06,04800,Berryessa Union Elementary School District,"84,938","8,924",586
CA,06,04830,Beverly Hills Unified School District,"34,448","4,704",557
CA,06,04860,Big Creek Elementary School District,463,69,9
CA,06,04890,Big Lagoon Union Elementary School District,465,33,4
CA,06,91137,Big Oak Flat-Groveland Unified School District,"5,245",583,86
CA,06,04950,Big Pine Unified School District,"1,806",237,28
CA,06,04980,Big Springs Union Elementary School District,"1,726",177,34
CA,06,00031,Big Sur Unified School District,452,26,3
CA,06,05010,Big Valley Joint Unified School District,"1,584",240,34
CA,06,05040,Biggs Unified School District,"3,367",665,148
CA,06,01409,Bishop Unified School District,"12,679","1,938",243
CA,06,05190,Bitterwater-Tully Union Elementary School District,158,14,2
CA,06,05220,Black Butte Union Elementary School District,"4,406",297,58
CA,06,05240,Black Oak Mine Unified School District,"14,460","1,895",172
CA,06,05250,Blake Elementary School District,181,12,0
CA,06,05280,Blochman Union Elementary School District,769,78,15
CA,06,05400,Blue Lake Union Elementary School District,"2,458",224,41
CA,06,05490,Bogus Elementary School District,355,20,5
